timestamp	event	cpu_%	ram_%	gpu_%	time_taken_sec	latency_sec	oneway_latency_sec	total_latency_sec
15:28:06	DETECTED_KITCHEN	9.6	32.0	37	0.0	0.0	0.0	0.0
15:28:30	REACHED_KITCHEN	10.7	32.0	38	21.27	0.0	0.2	21.27
