timestamp	trial_no	location	cpu_%	ram_%	time_taken_sec	stt_latency_sec	object_recognition_%
2026-06-17 13:00:27	1	Lab_A	22.1	40.1	0.1380	0.1380	74.94
2026-06-17 13:00:27	2	Lab_A	70.6	40.3	0.0360	0.0360	77.81
2026-06-17 13:00:27	3	Lab_A	76.4	40.3	0.0352	0.0352	72.70
2026-06-17 13:00:27	4	Lab_A	74.0	40.3	0.0332	0.0332	74.88
2026-06-17 13:00:27	5	Lab_A	72.5	40.2	0.0329	0.0329	71.86
2026-06-17 13:00:27	6	Lab_A	73.1	40.3	0.0335	0.0335	68.95
2026-06-17 13:00:27	7	Lab_A	72.5	40.3	0.0330	0.0330	76.33
2026-06-17 13:00:27	8	Lab_A	78.4	40.3	0.0324	0.0324	78.47
2026-06-17 13:00:27	9	Lab_A	66.1	40.3	0.0351	0.0351	77.72
2026-06-17 13:00:27	10	Lab_A	73.2	40.3	0.0352	0.0352	79.55
2026-06-17 13:00:27	11	Lab_A	71.7	40.3	0.0357	0.0357	71.70
2026-06-17 13:00:27	12	Lab_A	70.4	40.3	0.0351	0.0351	76.35
2026-06-17 13:00:27	13	Lab_A	71.7	40.3	0.0352	0.0352	72.39
2026-06-17 13:00:27	14	Lab_A	71.2	40.3	0.0346	0.0346	71.08
2026-06-17 13:00:27	15	Lab_A	71.7	40.3	0.0350	0.0350	70.47
2026-06-17 13:00:27	16	Lab_A	72.5	40.3	0.0345	0.0345	71.67
2026-06-17 13:00:27	17	Lab_A	76.8	40.3	0.0373	0.0373	72.73
2026-06-17 13:00:27	18	Lab_A	71.2	40.3	0.0352	0.0352	74.35
2026-06-17 13:00:27	19	Lab_A	70.2	40.4	0.0346	0.0346	72.81
2026-06-17 13:00:27	20	Lab_A	76.9	40.4	0.0350	0.0350	76.88
2026-06-17 13:00:27	21	Lab_A	71.7	40.4	0.0340	0.0340	76.39
2026-06-17 13:00:28	22	Lab_A	73.1	40.4	0.0346	0.0346	73.96
2026-06-17 13:00:28	23	Lab_A	69.5	40.4	0.0357	0.0357	63.40
2026-06-17 13:00:28	24	Lab_A	69.6	40.4	0.0325	0.0325	72.87
2026-06-17 13:00:28	25	Lab_A	74.1	40.4	0.0353	0.0353	76.20
2026-06-17 13:00:28	26	Lab_A	78.2	40.4	0.0359	0.0359	76.79
2026-06-17 13:00:28	27	Lab_A	71.7	40.4	0.0343	0.0343	77.12
2026-06-17 13:00:28	28	Lab_A	70.9	40.4	0.0345	0.0345	74.24
2026-06-17 13:00:28	29	Lab_A	71.4	40.4	0.0354	0.0354	74.39
2026-06-17 13:00:28	30	Lab_A	69.2	40.4	0.0341	0.0341	72.86
2026-06-17 13:00:28	31	Lab_A	74.1	40.4	0.0355	0.0355	57.95
2026-06-17 13:00:28	32	Lab_A	69.8	40.4	0.0338	0.0338	78.22
2026-06-17 13:00:28	33	Lab_A	73.7	40.4	0.0352	0.0352	72.84
2026-06-17 13:00:28	34	Lab_A	71.9	40.4	0.0346	0.0346	76.61
2026-06-17 13:00:28	35	Lab_A	73.6	40.5	0.0353	0.0353	77.22
2026-06-17 13:00:28	36	Lab_A	69.1	40.5	0.0341	0.0341	69.36
2026-06-17 13:00:28	37	Lab_A	73.6	40.5	0.0350	0.0350	71.16
2026-06-17 13:00:28	38	Lab_A	70.4	40.4	0.0354	0.0354	73.39
2026-06-17 13:00:28	39	Lab_A	70.9	40.4	0.0357	0.0357	70.89
2026-06-17 13:00:28	40	Lab_A	73.7	40.5	0.0354	0.0354	73.78
2026-06-17 13:00:28	41	Lab_A	69.8	40.5	0.0353	0.0353	79.24
2026-06-17 13:00:28	42	Lab_A	74.5	40.5	0.0341	0.0341	75.05
2026-06-17 13:00:28	43	Lab_A	69.8	40.5	0.0335	0.0335	72.60
2026-06-17 13:00:29	44	Lab_A	73.2	40.5	0.0379	0.0379	68.01
2026-06-17 13:00:29	45	Lab_A	72.2	40.5	0.0354	0.0354	75.20
2026-06-17 13:00:29	46	Lab_A	70.6	40.5	0.0337	0.0337	80.54
2026-06-17 13:00:29	47	Lab_A	69.8	40.5	0.0335	0.0335	67.54
2026-06-17 13:00:29	48	Lab_A	70.0	40.6	0.0332	0.0332	73.93
2026-06-17 13:00:29	49	Lab_A	73.1	40.5	0.0339	0.0339	74.35
2026-06-17 13:00:29	50	Lab_A	76.9	40.6	0.0343	0.0343	71.60
