timestamp	trial_no	location	cpu_%	ram_%	time_taken_sec	stt_latency_sec
14:03:47	1	kitchen	12.4	17.8	50.002	1.66
14:05:07	2	kitchen	13.1	17.9	33.502	0.0
14:07:29	3	kitchen	12.0	18.0	88.043	0.0
14:09:05	4	kitchen	9.9	18.1	36.503	0.0
14:10:13	5	kitchen	12.4	25.0	29.501	0.0
14:11:55	6	kitchen	11.9	23.9	31.573	0.0
14:13:04	7	kitchen	13.6	23.8	34.585	0.0
14:14:24	8	kitchen	13.5	23.8	38.002	0.0
14:15:46	9	kitchen	12.8	23.5	37.503	0.0
14:17:30	10	kitchen	11.9	23.3	32.584	0.0
14:19:00	11	kitchen	10.7	23.2	51.062	0.0
14:20:24	12	kitchen	9.0	23.1	47.503	0.0
14:21:59	13	kitchen	9.2	23.1	47.004	0.0
14:23:58	14	kitchen	9.7	23.5	47.501	0.0
14:25:54	15	kitchen	10.0	23.8	48.5	0.0
14:27:07	16	kitchen	10.9	24.2	37.001	0.0
14:28:56	17	kitchen	10.5	24.2	31.502	0.0
14:30:44	18	kitchen	9.9	24.3	40.999	0.0
14:31:36	19	kitchen	12.7	24.2	26.004	0.0
14:33:29	20	kitchen	13.7	24.3	47.503	0.0
14:35:13	21	kitchen	11.6	24.3	37.002	0.0
14:36:48	22	kitchen	11.3	24.2	27.0	0.0
14:37:58	23	kitchen	11.4	24.3	35.5	0.0
14:39:20	24	kitchen	11.1	24.2	38.504	0.0
14:40:40	25	kitchen	11.0	24.3	35.002	0.0
14:42:25	26	kitchen	11.3	24.1	66.501	0.0
14:44:52	27	kitchen	11.2	24.4	46.085	0.0
14:46:11	28	kitchen	9.6	24.4	35.004	0.0
14:48:43	29	kitchen	11.4	24.4	100.003	0.0
14:51:01	30	kitchen	11.0	24.4	69.002	0.0
14:53:08	31	kitchen	11.0	24.5	27.002	0.0
14:54:55	32	kitchen	9.5	24.5	79.006	0.0
14:56:25	33	kitchen	9.2	24.4	43.086	0.0
14:58:24	34	kitchen	9.3	24.4	43.543	0.0
14:59:42	35	kitchen	9.4	24.4	30.02	0.0
15:01:03	36	kitchen	9.6	24.3	39.004	0.0
15:04:12	37	kitchen	9.8	24.5	21.002	0.0
15:06:28	38	kitchen	9.3	24.4	47.001	0.0
15:08:01	39	kitchen	9.5	24.4	48.585	0.0
15:09:21	40	kitchen	9.3	24.3	38.064	0.0
15:12:39	41	kitchen	9.5	25.1	37.043	0.0
15:13:40	42	kitchen	9.9	24.8	34.502	0.0
15:16:06	43	kitchen	9.6	24.8	27.002	0.0
15:17:19	44	kitchen	10.1	24.8	42.004	0.0
