timestamp	trial_no	location	cpu_%	ram_%	time_taken_sec	stt_latency_sec
11:37:14	1	kitchen	20.7	32.2	13.564	1.024
11:37:44	2	kitchen	20.0	32.2	12.003	0.0
11:38:15	3	kitchen	28.9	32.2	13.006	0.0
11:38:46	4	kitchen	29.6	32.2	12.002	0.0
11:39:18	5	kitchen	28.5	32.3	13.064	0.0
11:39:47	6	kitchen	29.7	32.2	11.565	0.0
11:40:18	7	kitchen	30.3	32.2	13.029	0.0
11:40:49	8	kitchen	29.9	32.2	12.002	0.0
11:41:19	9	kitchen	29.3	32.2	11.504	0.0
11:41:50	10	kitchen	29.5	32.2	13.003	0.0
11:42:20	11	kitchen	29.2	32.2	11.563	0.0
11:42:51	12	kitchen	29.4	32.2	12.502	0.0
11:43:22	13	kitchen	30.0	32.3	13.002	0.0
11:43:53	14	kitchen	29.9	32.3	13.064	0.0
11:44:25	15	kitchen	29.6	32.2	12.004	0.0
11:44:54	16	kitchen	29.1	32.3	11.502	0.0
11:45:24	17	kitchen	29.1	32.3	12.001	0.0
11:45:55	18	kitchen	29.5	32.3	12.003	0.0
11:46:28	19	kitchen	28.9	32.3	12.501	0.0
11:46:59	20	kitchen	29.4	32.3	12.001	0.0
11:47:29	21	kitchen	28.6	32.3	12.006	0.0
11:48:00	22	kitchen	29.2	32.3	12.502	0.0
11:48:30	23	kitchen	29.2	32.3	12.506	0.0
11:49:01	24	kitchen	29.5	32.2	11.503	0.0
11:49:33	25	kitchen	29.4	32.3	12.503	0.0
11:50:08	26	kitchen	29.8	32.3	13.001	0.0
11:50:40	27	kitchen	29.4	32.3	12.003	0.0
11:51:13	28	kitchen	29.1	32.4	13.001	0.0
11:51:44	29	kitchen	30.0	32.3	12.504	0.0
11:52:14	30	kitchen	29.5	32.3	12.039	0.0
11:52:44	31	kitchen	30.1	32.3	12.002	0.0
11:53:15	32	kitchen	29.0	32.2	12.002	0.0
11:53:46	33	kitchen	29.9	32.3	12.548	0.0
11:54:17	34	kitchen	29.7	32.2	12.002	0.0
11:54:47	35	kitchen	29.6	32.3	12.004	0.0
11:55:18	36	kitchen	29.5	32.3	12.003	0.0
11:55:47	37	kitchen	29.7	32.3	11.564	0.0
11:56:18	38	kitchen	29.8	32.3	12.018	0.0
11:56:49	39	kitchen	30.2	32.3	12.503	0.0
11:57:20	40	kitchen	29.6	32.3	13.006	0.0
11:57:51	41	kitchen	30.1	32.3	12.506	0.0
11:58:21	42	kitchen	29.9	32.4	11.528	0.0
11:58:51	43	kitchen	28.0	32.7	12.001	0.0
11:59:26	44	kitchen	30.2	32.6	12.503	0.0
11:59:57	45	kitchen	29.7	32.6	12.001	0.0
12:00:28	46	kitchen	29.7	32.6	11.504	0.0
12:00:59	47	kitchen	29.4	32.8	13.504	0.0
12:01:29	48	kitchen	29.6	32.6	12.0	0.0
12:02:00	49	kitchen	29.7	32.6	12.503	0.0
12:02:30	50	kitchen	29.7	32.6	12.007	0.0
