timestamp	trial_no	location	cpu_%	ram_%	time_taken_sec	stt_latency_sec
13:13:40	1	study	23.5	33.2	55.501	1.445
13:14:07	2	study	24.8	33.9	12.002	0.0
13:14:39	3	study	23.6	33.9	16.502	0.0
13:15:06	4	study	27.6	33.3	12.001	0.0
13:17:17	5	study	25.0	33.3	117.001	0.0
13:17:57	6	study	24.3	33.3	25.083	0.0
13:19:10	7	study	24.3	33.2	58.003	0.0
13:19:44	8	study	23.8	33.3	19.002	0.0
13:21:08	9	study	23.8	33.3	69.003	0.0
13:23:23	10	study	26.5	33.8	119.006	0.0
13:25:27	11	study	25.7	33.5	109.503	0.0
13:27:31	12	study	25.7	33.5	109.002	0.0
13:27:59	13	study	26.6	33.4	12.501	0.0
13:32:02	14	study	24.1	33.5	66.006	0.0
13:32:32	15	study	23.2	33.5	15.001	0.0
13:34:35	16	study	23.5	33.5	108.001	0.0
13:35:48	17	study	23.6	33.5	58.503	0.0
13:36:17	18	study	24.2	33.5	14.014	0.0
13:36:51	19	study	24.3	33.5	18.065	0.0
13:38:18	20	study	23.8	33.5	72.029	0.0
13:40:27	21	study	23.3	33.5	114.001	0.0
13:42:19	22	study	24.0	33.6	97.001	0.0
13:42:51	23	study	23.3	33.5	17.001	0.0
13:45:01	24	study	23.3	33.5	114.503	0.0
13:46:13	25	study	23.3	33.5	57.063	0.0
13:47:34	26	study	23.1	33.5	65.503	0.0
13:49:45	27	study	23.4	33.6	116.051	0.0
13:50:12	28	study	23.7	33.5	12.503	0.0
13:54:19	29	study	23.4	33.5	69.001	0.0
13:56:24	30	study	24.2	33.5	110.007	0.0
13:59:15	31	study	24.5	33.5	156.003	0.0
14:00:10	32	study	23.9	33.5	39.5	0.0
14:00:44	33	study	23.5	33.5	19.001	0.0
14:02:56	34	study	23.9	33.6	117.501	0.0
14:03:24	35	study	24.4	33.6	13.004	0.0
14:05:27	36	study	24.5	33.5	108.502	0.0
14:07:17	37	study	23.8	33.6	94.502	0.0
14:07:48	38	study	24.6	33.6	16.002	0.0
14:08:32	39	study	23.9	33.5	29.005	0.0
14:11:28	40	study	24.8	33.5	161.006	0.0
14:12:11	41	study	25.8	33.6	27.503	0.0
14:13:04	42	study	25.4	33.5	38.574	0.0
14:14:47	43	study	25.5	33.6	88.003	0.0
14:15:29	44	study	25.8	33.6	27.001	0.0
14:16:46	45	study	26.3	33.6	62.031	0.0
14:19:48	46	study	26.1	33.5	167.002	0.0
14:20:16	47	study	26.2	33.6	12.501	0.0
14:22:22	48	study	26.2	33.6	111.003	0.0
14:22:52	49	study	26.7	33.6	15.504	0.0
14:24:58	50	study	24.7	33.5	111.002	0.0
