timestamp	event	cpu_%	ram_%	gpu_%	time_taken_sec	latency_sec	oneway_latency_sec	total_latency_sec
12:36:51	START_TURN_RIGHT_90.0DEG	13.1	24.8	0.0	0.0	0.706	0.0	0.0
