timestamp	event	cpu_%	ram_%	gpu_%	time_taken_sec	latency_sec	oneway_latency_sec	total_latency_sec
14:32:24	DETECTED_HOME	9.0	23.1	0.0	0.0	1.415	0.0	0.0
14:32:48	REACHED_HOME	10.6	23.1	0.0	20.986	1.415	1.515	22.401
14:32:56	DETECTED_LIVING ROOM	8.6	23.1	0.0	0.0	1.145	0.0	0.0
14:33:33	REACHED_LIVING ROOM	10.9	23.2	0.0	34.145	1.145	1.245	35.291
14:33:51	DETECTED_PREVIOUS	12.6	23.1	0.0	0.0	1.019	0.0	0.0
14:35:25	NAV_FAILED	13.3	23.1	0.0	0.0	0.0	0.0	0.0
14:35:52	DETECTED_HOME	13.2	23.2	0.0	0.0	0.518	0.0	0.0
14:35:58	REACHED_HOME	14.7	23.1	0.0	3.515	0.518	0.618	4.033
14:36:11	DETECTED_LIVING ROOM	13.6	23.1	0.0	0.0	0.894	0.0	0.0
14:36:47	REACHED_LIVING ROOM	14.4	23.2	0.0	32.142	0.894	0.994	33.036
14:37:13	DETECTED_KITCHEN	13.6	23.2	0.0	0.0	0.647	0.0	0.0
14:38:47	REACHED_KITCHEN	13.9	23.2	0.0	90.812	0.647	0.747	91.46
14:40:30	DETECTED_BEDROOM	12.9	23.2	0.0	0.0	0.847	0.0	0.0
14:43:50	NAV_FAILED	14.0	23.2	0.0	0.0	0.0	0.0	0.0
14:44:18	DETECTED_BEDROOM	13.0	23.2	0.0	0.0	1.076	0.0	0.0
14:44:47	REACHED_BEDROOM	14.5	23.3	0.0	26.954	1.076	1.176	28.03
14:44:59	DETECTED_STUDY	12.9	23.3	0.0	0.0	0.809	0.0	0.0
14:45:51	REACHED_STUDY	14.1	23.4	0.0	49.013	0.809	0.909	49.822
14:47:56	SHUTDOWN_TRIGGERED	12.9	23.3	0.0	0.0	0.795	0.0	0.0
